"","GEOID","state","county_name","distance_nearest_hub(mile)","nearest_hub_name","nearest_hub_id","hub_county_geoid","hub_county_name","hub_products","hub_desert","geometry"
"2620","35025","New Mexico","Lea",190.183638800156,"Amarillo Global Food Hub","501517","48375","Potter",NA,TRUE,c(-689511.478889283, 1106800.36667121)
"2621","41069","Oregon","Wheeler",21.1267611691964,"Painted Hills Natural Beef, Inc.","500053","41069","Wheeler","Red/other non-poultry meat and products;",TRUE,c(-1879525.68981933, 2654035.90332186)
"2622","42025","Pennsylvania","Carbon",56.0878154689332,"Zone 7","501232","34019","Hunterdon",NA,TRUE,c(1682276.42299636, 2170104.85314739)
"2623","13085","Georgia","Dawson",32.1349773845005,"SocialBites Food Hub","501295","13057","Cherokee",NA,TRUE,c(1075725.25559847, 1331679.56323176)
"2624","13161","Georgia","Jeff Davis",73.7644694955817,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1255598.55123515, 1058551.56275688)
"2625","21219","Kentucky","Todd",50.9928750438572,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(778232.644528268, 1568471.90845508)
"2626","01015","Alabama","Calhoun",77.0546513090447,"SocialBites Food Hub","501295","13057","Cherokee",NA,TRUE,c(933828.808161431, 1239463.82307061)
"2627","36005","New York","Bronx",2.80237378382004,"Greenmarket Co.","500198","36005","Bronx","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Wild harvested forest products;",FALSE,c(1834076.21509763, 2196744.92132978)
"2628","46079","South Dakota","Lake",34.9883379554362,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-90222.2118872996, 2337303.73501584)
"2629","47087","Tennessee","Jackson",66.3117720187503,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(916417.63605652, 1528804.63037329)
"2630","48255","Texas","Karnes",51.8887082219543,"Local Sprout Food Hub","501514","48029","Bexar",NA,TRUE,c(-181581.115790099, 649866.692112003)
"2631","18045","Indiana","Fountain",29.6165835355421,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(738827.399545968, 1934578.13933355)
"2632","19171","Iowa","Tama",20.2863804476671,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(284865.463991017, 2125016.73937867)
"2633","20009","Kansas","Barton",184.171069695237,"Robinette Farms","501236","31109","Lancaster",NA,TRUE,c(-238170.080166237, 1719951.20972922)
"2634","20109","Kansas","Logan",195.6157199393,"Food to Power","501099","08041","El Paso",NA,TRUE,c(-442029.924266204, 1777612.66396854)
"2635","20101","Kansas","Lane",233.779512731352,"Food to Power","501099","08041","El Paso",NA,TRUE,c(-385818.267440681, 1725826.83715328)
"2636","21047","Kentucky","Christian",62.7109698430069,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(750266.69515406, 1572486.50133542)
"2637","21019","Kentucky","Boyd",11.7750275995229,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",FALSE,c(1148506.17191447, 1783695.65900843)
"2638","36107","New York","Tioga",19.6728645603914,"Newfield Food Hub","501229","36109","Tompkins",NA,FALSE,c(1604632.38155757, 2296812.51776447)
"2639","48049","Texas","Brown",108.969899826307,"Homestead Market","500072","48309","McLennan","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",TRUE,c(-282853.753777223, 971079.083422705)
"2640","48483","Texas","Wheeler",87.6774014976874,"High Plains Food Bank","501515","48375","Potter",NA,TRUE,c(-384340.021474462, 1380330.47717468)
"2641","49039","Utah","Sanpete",199.400659682128,"Fresh Foundation - DBA Fresh Food Hub","501098","08113","San Miguel",NA,TRUE,c(-1323716.01588083, 1925487.84927106)
"2642","51570","Virginia","Colonial Heights",14.6541024446929,"Milton's Local","500050","51760","Richmond","Poultry/fowl meat and products;Red/other non-poultry meat and products;",FALSE,c(1623831.90821011, 1739894.91340116)
"2643","21141","Kentucky","Logan",49.2204591268465,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(804390.235717892, 1573653.20419198)
"2644","26145","Michigan","Saginaw",30.0801218523286,"Flint Fresh Food Hub","501193","26049","Genesee",NA,TRUE,c(961519.52732194, 2320629.16892323)
"2645","27117","Minnesota","Pipestone",36.0744127790838,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-20663.6091311461, 2336899.94620036)
"2646","29215","Missouri","Texas",73.3168304692288,"Springfield Community Gardens Food Hub","501171","29077","Greene",NA,TRUE,c(354115.76744925, 1593809.04533041)
"2647","01123","Alabama","Tallapoosa",97.7380351272938,"The Common Market Georgia","500112","13121","Fulton","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;",TRUE,c(947323.744710179, 1138814.09755297)
"2648","25019","Massachusetts","Nantucket",3.68576505925424,"Community Farm Institute","500125","25019","Nantucket","Fresh vegetables;Eggs;Fish/seafood;Herbs;",FALSE,c(2128475.33322548, 2322896.12479564)
"2649","36019","New York","Clinton",29.1094108614633,"The Intervale Food Hub","500146","50007","Chittenden","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Eggs;Fish/seafood;Herbs;Honey;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(1748156.11273581, 2623688.61015123)
"2650","13165","Georgia","Jenkins",47.5164748843344,"Augusta Locally Grown","501261","13245","Richmond",NA,TRUE,c(1302223.37818594, 1176474.81045149)
"2651","13259","Georgia","Stewart",96.3116416423538,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1046524.49929361, 1062071.41219562)
"2652","16065","Idaho","Madison",27.8224595648937,"208 Food Hub","501293","16019","Bonneville",NA,TRUE,c(-1249699.48512643, 2413436.87145261)
"2653","13093","Georgia","Dooly",45.183651683386,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1142038.12429092, 1082713.76981511)
"2654","13175","Georgia","Laurens",29.1075792458895,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1218901.17900191, 1127450.56259092)
"2655","29115","Missouri","Linn",34.6107935644633,"Northeast Missouri Foodshed (or potentially related to ""NEMO Foods"" with ""Farmstand"" being the food hub project)","501173","29121","Macon",NA,TRUE,c(245202.005743983, 1876162.38897469)
"2656","29043","Missouri","Christian",18.5535252618165,"Springfield Community Gardens Food Hub","501171","29077","Greene",NA,FALSE,c(247908.707317061, 1551019.64927111)
"2657","29141","Missouri","Morgan",86.7600234357242,"Springfield Community Gardens Food Hub","501171","29077","Greene",NA,TRUE,c(269264.980625635, 1714710.38697431)
"2658","29075","Missouri","Gentry",80.1546805411801,"Kansas City Food Hub","500317","29095","Jackson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(134156.291592353, 1911849.30045941)
"2659","40119","Oklahoma","Payne",52.1283452756305,"OKC Food Hub","501243","40109","Oklahoma",NA,TRUE,c(-87070.8900503386, 1447849.39143587)
"2660","40081","Oklahoma","Lincoln",39.2842054745607,"OKC Food Hub","501243","40109","Oklahoma",NA,TRUE,c(-79005.7795665476, 1405829.03750696)
"2661","47015","Tennessee","Cannon",43.5069743161582,"Root Here","500189","47051","Franklin","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(888493.331510945, 1463808.29884459)
"2662","47071","Tennessee","Hardin",95.266513487451,"Farm Food Collaborative / Food Bank of North Alabama","500138","01089","Madison","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Juices/non-alcoholic ciders;value-added products (kombuchas, krauts, etc.);",TRUE,c(704815.54989299, 1378022.70908173)
"2663","13069","Georgia","Coffee",83.9998242941973,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1239720.47677618, 1027498.50100431)
"2664","30037","Montana","Golden Valley",51.7780065616264,"Yellowstone Valley Food Hub","500221","30111","Yellowstone","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-1012949.58485488, 2669422.28298719)
"2665","56009","Wyoming","Converse",42.3437578828606,"Good Food Hub","501291","56025","Natrona",NA,TRUE,c(-769997.186992519, 2258028.13017019)
"2666","04003","Arizona","Cochise",19.8353975693527,"The Local Co-op","501795","04003","Cochise","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(-1290626.01167326, 1071879.7383584)
"2667","05049","Arkansas","Fulton",100.285058431073,"Springfield Community Gardens Food Hub","501171","29077","Greene",NA,TRUE,c(371596.597862242, 1489669.93610118)
"2668","40051","Oklahoma","Grady",36.7341415190027,"Oklahoma Food Cooperative","500026","40109","Oklahoma","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-170494.357665818, 1330344.95661906)
"2669","48299","Texas","Llano",61.7214234797158,"Farm to Table","500031","48453","Travis",NA,TRUE,c(-256451.82863965, 851377.200920722)
"2670","48209","Texas","Hays",21.6813696375895,"Central Texas Food Bank","501513","48453","Travis",NA,TRUE,c(-195604.797103324, 777883.925050635)
"2671","31053","Nebraska","Dodge",39.4525054948247,"No More Empty Pots Collaborative Community Centered Food Hub","500179","31055","Douglas","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Red/other non-poultry meat and products;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(-54118.6636876371, 2063863.2415248)
"2672","31173","Nebraska","Thurston",64.4462905932986,"No More Empty Pots Collaborative Community Centered Food Hub","500179","31055","Douglas","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Red/other non-poultry meat and products;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(-44646.0443170927, 2128736.11581229)
"2673","13211","Georgia","Morgan",30.6938942605919,"One Source Foods","500076","13247","Rockdale","Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(1149570.61593431, 1245018.92306689)
"2674","17141","Illinois","Ogle",67.6514579222894,"Garden To Be","501283","55025","Dane",NA,TRUE,c(548698.398925452, 2134971.44595842)
"2675","12035","Florida","Flagler",24.0581470301049,"Farmers and You","500274","12107","Putnam","Fresh fruits;Fresh vegetables;Coffee/tea;Fish/seafood;Wild harvested forest products;",TRUE,c(1419090.72789668, 819509.398581497)
"2676","13087","Georgia","Decatur",144.543852746268,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1086432.43571698, 932295.017328988)
"2677","17015","Illinois","Carroll",50.4973782652556,"Quad Cities Food Hub","501165","19163","Scott",NA,TRUE,c(498178.905035673, 2134503.80003777)
"2678","48191","Texas","Hall",79.1310713128925,"High Plains Food Bank","501515","48375","Potter",NA,TRUE,c(-426134.246655895, 1284804.60825263)
"2679","48235","Texas","Irion",141.424959031458,"The Montalvo House Market","500134","48271","Kinney","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-472402.80914495, 926663.848606834)
"2680","48033","Texas","Borden",172.114504657888,"High Plains Food Bank","501515","48375","Potter",NA,TRUE,c(-505797.575750638, 1089142.88424364)
"2681","49041","Utah","Sevier",196.796488722798,"Fresh Foundation - DBA Fresh Food Hub","501098","08113","San Miguel",NA,TRUE,c(-1354525.66878311, 1859537.94090948)
"2682","49021","Utah","Iron",273.409791914144,"Fresh Foundation - DBA Fresh Food Hub","501098","08113","San Miguel",NA,TRUE,c(-1498438.0292238, 1783777.16456332)
"2683","50023","Vermont","Washington",5.06150052335205,"Farmers To You","500121","50023","Washington","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;",FALSE,c(1842586.04410214, 2592662.75381856)
"2684","12133","Florida","Washington",188.681037799576,"Ocean Springs Fresh Market","500016","28059","Jackson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(986755.120955946, 890885.216613388)
"2685","31017","Nebraska","Brown",181.829992301462,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-321179.132575069, 2165579.37636818)
"2686","31105","Nebraska","Kimball",81.5643723972104,"LoCo Food Distribution","500004","08069","Larimer","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-641259.330674081, 2047171.89575754)
"2687","33013","New Hampshire","Merrimack",14.5105213851255,"Kearsarge Food Hub","501126","33013","Merrimack",NA,FALSE,c(1942252.42838138, 2505801.71152446)
"2688","17025","Illinois","Clay",51.6701912591371,"Illiana Ag Alliance","500037","17023","Clark","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(645859.350707978, 1772882.91101819)
"2689","17087","Illinois","Johnson",5.65294229211563,"LEAF Food Hub, LLC","500136","17087","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Herbs;Green household products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(623176.249114601, 1625612.13971106)
"2690","17155","Illinois","Putnam",70.2568097415153,"Quad Cities Food Hub","501165","19163","Scott",NA,TRUE,c(558179.327742725, 2041609.06250803)
"2691","19145","Iowa","Page",54.3150882489951,"Nebraska Food Cooperative","500058","31055","Douglas","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(71172.345270776, 1970088.84921014)
"2692","19061","Iowa","Dubuque",65.8595685630274,"Field to Family","500181","19103","Johnson","Fresh fruits;Fresh vegetables;",TRUE,c(417975.634190616, 2174587.78207929)
"2693","20035","Kansas","Cowley",99.4890900634573,"Schenker Family Farms, Inc.","500084","20037","Crawford","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Eggs;Honey;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-73601.077065804, 1577705.08477158)
"2694","13223","Georgia","Paulding",22.4011426094981,"SocialBites Food Hub","501295","13057","Cherokee",NA,TRUE,c(1019506.85068011, 1265877.11428441)
"2695","13023","Georgia","Bleckley",17.5798584217877,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",FALSE,c(1181753.5278434, 1119112.07767296)
"2696","46045","South Dakota","Edmunds",151.809044059242,"Prairie Five Community Action","501179","27173","Yellow Medicine",NA,TRUE,c(-251559.326829854, 2496567.78064718)
"2697","46067","South Dakota","Hutchinson",55.7407853544766,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-141567.129238013, 2261408.48929903)
"2698","46059","South Dakota","Hand",130.770513355372,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-238170.556096194, 2399068.7672863)
"2699","35006","New Mexico","Cibola",78.1093194323694,"La Montanita Distribution Center","500021","35001","Bernalillo","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-1084585.65532033, 1385647.81056454)
"2700","35057","New Mexico","Torrance",50.960267461178,"International District Food Hub","501233","35001","Bernalillo",NA,TRUE,c(-894247.954825266, 1332963.20314775)
"2701","35028","New Mexico","Los Alamos",23.011343220284,"Beck and Bulow","500205","35049","Santa Fe","Red/other non-poultry meat and products;",TRUE,c(-920626.719497664, 1474075.27461439)
"2702","18079","Indiana","Jennings",37.7913951434841,"Hickoryworks Inc.","501168","18013","Brown",NA,TRUE,c(888198.638368004, 1823073.88000011)
"2703","18041","Indiana","Fayette",32.2957558483745,"Hoosier Harvest Market","500007","18059","Hancock","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;",TRUE,c(918330.450861621, 1898976.95131039)
"2704","18137","Indiana","Ripley",18.1654538365518,"Fresh Local Food Collaborative of SE Indiana","500182","18029","Dearborn","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",FALSE,c(918035.548792466, 1838411.91506508)
"2705","18121","Indiana","Parke",40.0650170520027,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(745425.664131463, 1896114.11664869)
"2706","21075","Kentucky","Fulton",70.3752989202937,"LEAF Food Hub, LLC","500136","17087","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Herbs;Green household products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(603669.562962394, 1522453.55998338)
"2707","27105","Minnesota","Nobles",47.9710067742939,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(19804.1445521189, 2298000.62975122)
"2708","28113","Mississippi","Pike",80.7952935228892,"Up in Farms Food Hub","500149","28049","Hinds","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Herbs;Honey;Maple products;Mushrooms;Nuts;",TRUE,c(531347.990257798, 915555.497795506)
"2709","46081","South Dakota","Lawrence",40.4403314574938,"New Hope Farm","500051","46103","Pennington","Fresh fruits;Fresh vegetables;Baked goods;Dry beans;Herbs;",TRUE,c(-618748.083154858, 2399655.60249495)
"2710","46015","South Dakota","Brule",118.462758294605,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-247189.428843382, 2306862.69439935)
"2711","46107","South Dakota","Potter",172.865511931261,"New Hope Farm","500051","46103","Pennington","Fresh fruits;Fresh vegetables;Baked goods;Dry beans;Herbs;",TRUE,c(-311223.296016051, 2459381.86478991)
"2712","36109","New York","Tompkins",2.54143910722848,"YMCA of Ithaca & Tompkins County","501226","36109","Tompkins",NA,FALSE,c(1584767.63901809, 2324837.81313031)
"2713","36023","New York","Cortland",22.5878202557408,"YMCA of Ithaca & Tompkins County","501226","36109","Tompkins",NA,TRUE,c(1613705.20453207, 2347262.38374126)
"2714","36099","New York","Seneca",26.5165608358126,"YMCA of Ithaca & Tompkins County","501226","36109","Tompkins",NA,TRUE,c(1549386.30555629, 2355060.56659346)
"2715","18101","Indiana","Martin",54.6451791076334,"Hickoryworks Inc.","501168","18013","Brown",NA,TRUE,c(791044.645641471, 1780473.41354268)
"2716","18073","Indiana","Jasper",55.3187526381954,"Healthy Food Hub (associated with Black Oaks Center for Sustainable Renewable Living)","501154","17031","Cook",NA,TRUE,c(739984.080504702, 2036146.82964618)
"2717","19153","Iowa","Polk",7.79898081932621,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(200505.014193317, 2078262.02552939)
"2718","48309","Texas","McLennan",8.76115816870676,"Homestead Market","500072","48309","McLennan","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",FALSE,c(-113658.853817755, 942645.909094273)
"2719","48251","Texas","Johnson",49.7013931407358,"The Provision House","500190","48113","Dallas","Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-127906.709379098, 1034942.17727325)
"2720","48451","Texas","Tom Green",144.287391887807,"The Montalvo House Market","500134","48271","Kinney","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-422562.050629219, 935372.203721838)
"2721","48133","Texas","Eastland",108.579635936541,"Homestead Market","500072","48309","McLennan","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",TRUE,c(-265244.31230604, 1032188.41971463)
"2722","48285","Texas","Lavaca",73.3550883058897,"Central Texas Food Bank","501513","48453","Travis",NA,TRUE,c(-90311.7306746647, 701539.765136112)
"2723","48113","Texas","Dallas",12.0064637679504,"The Provision House","500190","48113","Dallas","Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",FALSE,c(-72443.4033646252, 1077535.01154714)
