"county_fips","state","county_name","distance_nearest_farmersmarket_mile","distance_nearest_hub_mile","number_foodhub","has_hub","all_sales","d2c_sales_pct","local_sales_pct","intermediated_sales_pct_derived","SPMA","SPMA_0_100","share"
"19193","Iowa","Woodbury",7.04386305034645,63.5622673741821,NA,FALSE,576980000,0.10381642,NA,99.89618358,154735.566046854,45.4279683608661,0.00625341716785128
"19167","Iowa","Sioux",0.262764685346858,45.6696204622471,NA,FALSE,2344436000,0.010834162,NA,99.989165838,4802668.13890379,61.0382183941689,0.00382775119617225
"19131","Iowa","Mitchell",5.18906852950767,50.3691198201162,NA,FALSE,493871000,0.125133887,0.318301737,99.874866113,217371.457282635,46.9724882682135,NA
"20125","Kansas","Montgomery",2.97599398046995,41.0098328528717,NA,FALSE,70645000,0.15712364,0.484110683,99.84287636,54472.5395453927,40.6837823951438,0.0201025641025641
"20021","Kansas","Cherokee",0.830280476550691,15.9573177601775,NA,FALSE,96725000,0.048591368,NA,99.951408632,447850.009756316,50.2572557720768,0.0675837320574163
"20107","Kansas","Linn",21.7690497048788,58.3359869037017,NA,FALSE,51626000,0.327354431,NA,99.672645569,15477.3031333531,34.9659252103598,0.0133670225772272
"20091","Kansas","Johnson",6.29235435322979,13.2150024573945,1,TRUE,19142000,6.874934673,37.82258987,93.125065327,135312.595401521,44.8184589600717,0.0654619843163996
"20209","Kansas","Wyandotte",0.902393794545759,6.7244725840786,NA,FALSE,5672000,6.523272038,7.669252396,93.476727962,571622.669263095,51.3661326013614,3.16216216216216
"26005","Michigan","Allegan",4.83233109364055,9.57763913000888,1,TRUE,727725000,0.394242316,12.93579292,99.605757684,8024821.37810574,63.3710639751497,2.71034980910123
"26009","Michigan","Antrim",3.55124211363483,3.578875502511,1,TRUE,48626000,8.133508682,39.72360611,91.866491318,3801253.89440114,59.975599968256,6.28966735354725
"26091","Michigan","Lenawee",1.63810453674689,25.5635549870494,NA,FALSE,341763000,1.043998361,4.240657806,98.956001639,1847180.2296391,56.6961850971241,0.961459614596146
"26001","Michigan","Alcona",9.36313448624544,80.1266453822521,NA,FALSE,12587000,0.508461118,2.303964376,99.491538882,2680.56273220665,26.9997628112847,0.520143240823635
"27049","Minnesota","Goodhue",4.87742646770072,13.5896694331509,1,TRUE,595613000,0.221956208,NA,99.778043792,3273536.61203238,59.2964237745495,0.036515844075805
"27155","Minnesota","Traverse",2.32704148897113,40.7762305775692,NA,FALSE,259570000,NA,NA,NA,NA,NA,NA
"27071","Minnesota","Koochiching",33.4206691294967,76.461733302545,NA,FALSE,10444000,0.8234393,NA,99.1765607,1848.68557411771,25.3121192725332,NA
"28039","Mississippi","George",29.1622781299558,32.7687136686813,NA,FALSE,18886000,0.328285515,NA,99.671714485,17603.3560997003,35.5507961762682,0.337959183673469
"28041","Mississippi","Greene",37.7894277780152,56.3121209033311,NA,FALSE,116769000,0.057378244,0.083069995,99.942621756,36849.1808521399,38.907661118757,NA
"28141","Mississippi","Tishomingo",18.3947012083999,92.7281709722808,NA,FALSE,3496000,NA,NA,NA,NA,NA,NA
"05071","Arkansas","Johnson",6.85838765967398,56.3368136830846,NA,FALSE,226263000,0.008397307,NA,99.991602693,71688.0067426574,41.9317212808853,0.293814432989691
"22027","Louisiana","Claiborne",29.0974106542609,139.628891199446,NA,FALSE,120291000,0.011638443,NA,99.988361557,6185.78044655885,30.7987827297159,0.0272182906913446
"01011","Alabama","Bullock",22.5427249323324,132.287806602673,NA,FALSE,46741000,0.06632293,NA,99.93367707,2730.13580501248,27.0830027190292,NA
